subset,label,person,id,acceleration,time,dimension
train,clap2,james,484,-19.0,0.7,z
train,clap2,james,484,-9.0,0.8,x
train,clap2,james,484,-9.0,0.8,y
train,clap2,james,484,-9.0,0.8,z
train,clap2,james,484,-11.0,0.9,x
train,clap2,james,484,-18.0,0.9,y
train,clap2,james,484,-27.0,0.9,z
train,clap2,james,484,-7.0,1.0,x
train,clap2,james,484,-21.0,1.0,y
train,clap2,james,484,-23.0,1.0,z
train,clap2,james,485,-14.0,0.0,x
train,clap2,james,485,-24.0,0.0,y
train,clap2,james,485,-17.0,0.0,z
train,clap2,james,485,-12.0,0.1,x
train,clap2,james,485,-23.0,0.1,y
train,clap2,james,485,-16.0,0.1,z
train,clap2,james,485,-6.0,0.2,x
train,clap2,james,485,-19.0,0.2,y
train,clap2,james,485,-17.0,0.2,z
train,clap2,james,485,-3.0,0.3,x
train,clap2,james,485,-24.0,0.3,y
train,clap2,james,485,-28.0,0.3,z
train,clap2,james,485,-15.0,0.4,x
train,clap2,james,485,-36.0,0.4,y
train,clap2,james,485,-14.0,0.4,z
train,clap2,james,485,-20.0,0.5,x
train,clap2,james,485,-40.0,0.5,y
train,clap2,james,485,3.0,0.5,z
train,clap2,james,485,-19.0,0.6,x
train,clap2,james,485,-16.0,0.6,y
train,clap2,james,485,7.0,0.6,z
train,clap2,james,485,10.0,0.7,x
train,clap2,james,485,-12.0,0.7,y
train,clap2,james,485,-43.0,0.7,z
train,clap2,james,485,-24.0,0.8,x
train,clap2,james,485,-17.0,0.8,y
train,clap2,james,485,-5.0,0.8,z
train,clap2,james,485,-24.0,0.9,x
train,clap2,james,485,-14.0,0.9,y
train,clap2,james,485,-1.0,0.9,z
train,clap2,james,485,-10.0,1.0,x
train,clap2,james,485,-18.0,1.0,y
train,clap2,james,485,-27.0,1.0,z
train,clap2,james,485,-14.0,1.1,x
train,clap2,james,485,-23.0,1.1,y
train,clap2,james,485,-17.0,1.1,z
train,clap2,james,485,-13.0,1.2,x
train,clap2,james,485,-24.0,1.2,y
train,clap2,james,485,-19.0,1.2,z
train,clap2,james,485,-13.0,1.3,x
train,clap2,james,485,-24.0,1.3,y
train,clap2,james,485,-18.0,1.3,z
train,clap2,james,486,-10.0,0.0,x
train,clap2,james,486,-21.0,0.0,y
train,clap2,james,486,-22.0,0.0,z
train,clap2,james,486,-9.0,0.1,x
train,clap2,james,486,-21.0,0.1,y
train,clap2,james,486,-22.0,0.1,z
train,clap2,james,486,-8.0,0.2,x
train,clap2,james,486,-23.0,0.2,y
train,clap2,james,486,-27.0,0.2,z
train,clap2,james,486,-11.0,0.3,x
train,clap2,james,486,-22.0,0.3,y
train,clap2,james,486,-21.0,0.3,z
train,clap2,james,486,-17.0,0.4,x
train,clap2,james,486,-15.0,0.4,y
train,clap2,james,486,-16.0,0.4,z
train,clap2,james,486,-15.0,0.5,x
train,clap2,james,486,-11.0,0.5,y
train,clap2,james,486,-9.0,0.5,z
train,clap2,james,486,-11.0,0.6,x
train,clap2,james,486,-22.0,0.6,y
train,clap2,james,486,-39.0,0.6,z
train,clap2,james,486,-17.0,0.7,x
train,clap2,james,486,-7.0,0.7,y
train,clap2,james,486,-13.0,0.7,z
train,clap2,james,486,0.0,0.8,x
train,clap2,james,486,-23.0,0.8,y
train,clap2,james,486,-30.0,0.8,z
train,clap2,james,486,-14.0,0.9,x
train,clap2,james,486,-20.0,0.9,y
train,clap2,james,486,-21.0,0.9,z
train,clap2,james,486,-9.0,1.0,x
train,clap2,james,486,-22.0,1.0,y
train,clap2,james,486,-22.0,1.0,z
train,clap2,james,486,-10.0,1.1,x
train,clap2,james,486,-21.0,1.1,y
train,clap2,james,486,-23.0,1.1,z
train,clap2,james,487,-2.0,0.0,x
train,clap2,james,487,-19.0,0.0,y
train,clap2,james,487,-18.0,0.0,z
train,clap2,james,487,-6.0,0.1,x
train,clap2,james,487,-26.0,0.1,y
train,clap2,james,487,-12.0,0.1,z
train,clap2,james,487,-10.0,0.2,x
train,clap2,james,487,-40.0,0.2,y
train,clap2,james,487,-12.0,0.2,z
train,clap2,james,487,-19.0,0.3,x
train,clap2,james,487,-47.0,0.3,y
train,clap2,james,487,1.0,0.3,z
train,clap2,james,487,-17.0,0.4,x
train,clap2,james,487,-30.0,0.4,y
train,clap2,james,487,2.0,0.4,z
train,clap2,james,487,-22.0,0.5,x
train,clap2,james,487,-11.0,0.5,y
train,clap2,james,487,5.0,0.5,z
train,clap2,james,487,-10.0,0.6,x
train,clap2,james,487,-10.0,0.6,y
train,clap2,james,487,-9.0,0.6,z
train,clap2,james,487,-6.0,0.7,x
train,clap2,james,487,-19.0,0.7,y
train,clap2,james,487,-33.0,0.7,z
train,clap2,james,487,-31.0,0.8,x
train,clap2,james,487,-15.0,0.8,y
train,clap2,james,487,-2.0,0.8,z
train,clap2,james,487,-17.0,0.9,x
train,clap2,james,487,-15.0,0.9,y
train,clap2,james,487,-10.0,0.9,z
train,clap2,james,487,-11.0,1.0,x
train,clap2,james,487,-13.0,1.0,y
train,clap2,james,487,-16.0,1.0,z
train,clap2,james,487,-3.0,1.1,x
train,clap2,james,487,-19.0,1.1,y
train,clap2,james,487,-15.0,1.1,z
train,clap2,james,487,-9.0,1.2,x
train,clap2,james,487,-33.0,1.2,y
train,clap2,james,487,-14.0,1.2,z
train,clap2,james,487,-14.0,1.3,x
train,clap2,james,487,-42.0,1.3,y
train,clap2,james,487,-6.0,1.3,z
train,clap2,james,487,-19.0,1.4,x
train,clap2,james,487,-45.0,1.4,y
train,clap2,james,487,6.0,1.4,z
train,clap2,james,488,-11.0,0.0,x
train,clap2,james,488,-3.0,0.0,y
train,clap2,james,488,-31.0,0.0,z
train,clap2,james,488,-10.0,0.1,x
train,clap2,james,488,-3.0,0.1,y
train,clap2,james,488,-30.0,0.1,z
train,clap2,james,488,-10.0,0.2,x
train,clap2,james,488,-3.0,0.2,y
train,clap2,james,488,-34.0,0.2,z
train,clap2,james,488,-10.0,0.3,x
train,clap2,james,488,-3.0,0.3,y
train,clap2,james,488,-32.0,0.3,z
train,clap2,james,488,-14.0,0.4,x
train,clap2,james,488,-1.0,0.4,y
train,clap2,james,488,-29.0,0.4,z
train,clap2,james,488,-22.0,0.5,x
train,clap2,james,488,2.0,0.5,y
train,clap2,james,488,-12.0,0.5,z
train,clap2,james,488,-19.0,0.6,x
train,clap2,james,488,0.0,0.6,y
train,clap2,james,488,-8.0,0.6,z
train,clap2,james,488,1.0,0.7,x
train,clap2,james,488,-1.0,0.7,y
train,clap2,james,488,-75.0,0.7,z
train,clap2,james,488,-20.0,0.8,x
train,clap2,james,488,-2.0,0.8,y
train,clap2,james,488,-7.0,0.8,z
train,clap2,james,488,4.0,0.9,x
train,clap2,james,488,-7.0,0.9,y
train,clap2,james,488,-44.0,0.9,z
train,clap2,james,488,-14.0,1.0,x
train,clap2,james,488,-6.0,1.0,y
train,clap2,james,488,-30.0,1.0,z
train,clap2,james,488,-8.0,1.1,x
train,clap2,james,488,-4.0,1.1,y
train,clap2,james,488,-29.0,1.1,z
train,clap2,james,488,-11.0,1.2,x
train,clap2,james,488,-2.0,1.2,y
train,clap2,james,488,-30.0,1.2,z
train,clap2,james,489,-9.0,0.0,x
train,clap2,james,489,-21.0,0.0,y
train,clap2,james,489,-20.0,0.0,z
train,clap2,james,489,-5.0,0.1,x
train,clap2,james,489,-18.0,0.1,y
train,clap2,james,489,-22.0,0.1,z
train,clap2,james,489,-9.0,0.2,x
train,clap2,james,489,-24.0,0.2,y
train,clap2,james,489,-20.0,0.2,z
train,clap2,james,489,-16.0,0.3,x
train,clap2,james,489,-47.0,0.3,y
train,clap2,james,489,-15.0,0.3,z
train,clap2,james,489,-17.0,0.4,x
train,clap2,james,489,-36.0,0.4,y
train,clap2,james,489,-7.0,0.4,z
train,clap2,james,489,-21.0,0.5,x
train,clap2,james,489,-15.0,0.5,y
train,clap2,james,489,0.0,0.5,z
train,clap2,james,489,-13.0,0.6,x
train,clap2,james,489,-15.0,0.6,y
train,clap2,james,489,2.0,0.6,z
train,clap2,james,489,23.0,0.7,x
train,clap2,james,489,-38.0,0.7,y
train,clap2,james,489,-53.0,0.7,z
train,clap2,james,489,-23.0,0.8,x
train,clap2,james,489,-21.0,0.8,y
train,clap2,james,489,-8.0,0.8,z
train,clap2,james,489,-22.0,0.9,x
train,clap2,james,489,-9.0,0.9,y
train,clap2,james,489,4.0,0.9,z
train,clap2,james,489,-12.0,1.0,x
train,clap2,james,489,-22.0,1.0,y
train,clap2,james,489,-23.0,1.0,z
train,clap2,james,489,-14.0,1.1,x
train,clap2,james,489,-14.0,1.1,y
train,clap2,james,489,-23.0,1.1,z
train,clap2,james,489,-11.0,1.2,x
train,clap2,james,489,-21.0,1.2,y
train,clap2,james,489,-21.0,1.2,z
train,clap2,james,489,-4.0,1.3,x
train,clap2,james,489,-16.0,1.3,y
train,clap2,james,489,-24.0,1.3,z
train,clap2,james,490,-20.0,0.0,x
train,clap2,james,490,-22.0,0.0,y
train,clap2,james,490,-5.0,0.0,z
train,clap2,james,490,-24.0,0.1,x
train,clap2,james,490,-14.0,0.1,y
train,clap2,james,490,0.0,0.1,z
train,clap2,james,490,-3.0,0.2,x
train,clap2,james,490,-21.0,0.2,y
train,clap2,james,490,-16.0,0.2,z
train,clap2,james,490,-3.0,0.3,x
train,clap2,james,490,-21.0,0.3,y
train,clap2,james,490,-11.0,0.3,z
train,clap2,james,490,-7.0,0.4,x
train,clap2,james,490,-35.0,0.4,y
train,clap2,james,490,-14.0,0.4,z
train,clap2,james,490,-15.0,0.5,x
train,clap2,james,490,-52.0,0.5,y
train,clap2,james,490,7.0,0.5,z
train,clap2,james,490,-19.0,0.6,x
train,clap2,james,490,-39.0,0.6,y
train,clap2,james,490,12.0,0.6,z
train,clap2,james,490,-19.0,0.7,x
train,clap2,james,490,-16.0,0.7,y
train,clap2,james,490,10.0,0.7,z
train,clap2,james,490,-9.0,0.8,x
train,clap2,james,490,-16.0,0.8,y
train,clap2,james,490,2.0,0.8,z
train,clap2,james,490,7.0,0.9,x
train,clap2,james,490,-25.0,0.9,y
train,clap2,james,490,-48.0,0.9,z
train,clap2,james,490,-23.0,1.0,x
train,clap2,james,490,-21.0,1.0,y
train,clap2,james,490,-7.0,1.0,z
train,clap2,james,490,-12.0,1.1,x
train,clap2,james,490,-12.0,1.1,y
train,clap2,james,490,-8.0,1.1,z
train,clap2,james,491,-12.0,0.0,x
train,clap2,james,491,-3.0,0.0,y
train,clap2,james,491,-30.0,0.0,z
train,clap2,james,491,-12.0,0.1,x
train,clap2,james,491,-3.0,0.1,y
train,clap2,james,491,-31.0,0.1,z
train,clap2,james,491,-13.0,0.2,x
train,clap2,james,491,0.0,0.2,y
train,clap2,james,491,-33.0,0.2,z
train,clap2,james,491,-16.0,0.3,x
train,clap2,james,491,0.0,0.3,y
train,clap2,james,491,-30.0,0.3,z
train,clap2,james,491,-24.0,0.4,x
train,clap2,james,491,-1.0,0.4,y
train,clap2,james,491,-11.0,0.4,z
train,clap2,james,491,-18.0,0.5,x
train,clap2,james,491,0.0,0.5,y
train,clap2,james,491,-9.0,0.5,z
train,clap2,james,491,-13.0,0.6,x
train,clap2,james,491,1.0,0.6,y
train,clap2,james,491,-39.0,0.6,z
train,clap2,james,491,-21.0,0.7,x
train,clap2,james,491,0.0,0.7,y
train,clap2,james,491,-3.0,0.7,z
train,clap2,james,491,-13.0,0.8,x
train,clap2,james,491,2.0,0.8,y
train,clap2,james,491,-34.0,0.8,z
train,clap2,james,491,-11.0,0.9,x
train,clap2,james,491,-7.0,0.9,y
train,clap2,james,491,-31.0,0.9,z
train,clap2,james,491,-11.0,1.0,x
train,clap2,james,491,-6.0,1.0,y
train,clap2,james,491,-27.0,1.0,z
train,clap2,james,491,-13.0,1.1,x
train,clap2,james,491,-1.0,1.1,y
train,clap2,james,491,-31.0,1.1,z
train,clap2,james,492,-12.0,0.0,x
train,clap2,james,492,-22.0,0.0,y
train,clap2,james,492,-19.0,0.0,z
train,clap2,james,492,-7.0,0.1,x
train,clap2,james,492,-19.0,0.1,y
train,clap2,james,492,-22.0,0.1,z
train,clap2,james,492,-4.0,0.2,x
train,clap2,james,492,-16.0,0.2,y
train,clap2,james,492,-19.0,0.2,z
train,clap2,james,492,-8.0,0.3,x
train,clap2,james,492,-29.0,0.3,y
train,clap2,james,492,-23.0,0.3,z
train,clap2,james,492,-14.0,0.4,x
train,clap2,james,492,-49.0,0.4,y
train,clap2,james,492,-11.0,0.4,z
train,clap2,james,492,-17.0,0.5,x
train,clap2,james,492,-30.0,0.5,y
train,clap2,james,492,-3.0,0.5,z
train,clap2,james,492,-21.0,0.6,x
train,clap2,james,492,-10.0,0.6,y
train,clap2,james,492,3.0,0.6,z
train,clap2,james,492,-11.0,0.7,x
train,clap2,james,492,-7.0,0.7,y
train,clap2,james,492,-12.0,0.7,z
train,clap2,james,492,-15.0,0.8,x
train,clap2,james,492,-20.0,0.8,y
train,clap2,james,492,-22.0,0.8,z
train,clap2,james,492,-28.0,0.9,x
train,clap2,james,492,-12.0,0.9,y
train,clap2,james,492,-4.0,0.9,z
train,clap2,james,492,11.0,1.0,x
train,clap2,james,492,-21.0,1.0,y
train,clap2,james,492,-22.0,1.0,z
train,clap2,james,492,-21.0,1.1,x
train,clap2,james,492,-15.0,1.1,y
train,clap2,james,492,-13.0,1.1,z
train,clap2,james,492,-10.0,1.2,x
train,clap2,james,492,-27.0,1.2,y
train,clap2,james,492,-21.0,1.2,z
train,clap2,james,492,-5.0,1.3,x
train,clap2,james,492,-18.0,1.3,y
train,clap2,james,492,-21.0,1.3,z
train,clap2,james,492,-5.0,1.4,x
train,clap2,james,492,-17.0,1.4,y
train,clap2,james,492,-22.0,1.4,z
train,clap2,james,492,-14.0,1.5,x
train,clap2,james,492,-30.0,1.5,y
train,clap2,james,492,-18.0,1.5,z
train,clap2,james,492,-15.0,1.6,x
train,clap2,james,492,-51.0,1.6,y
train,clap2,james,492,-13.0,1.6,z
train,clap2,james,492,-16.0,1.7,x
train,clap2,james,492,-27.0,1.7,y
train,clap2,james,492,-6.0,1.7,z
train,clap2,james,492,-20.0,1.8,x
train,clap2,james,492,-10.0,1.8,y
train,clap2,james,492,-1.0,1.8,z
train,clap2,james,492,-11.0,1.9,x
train,clap2,james,492,-13.0,1.9,y
train,clap2,james,492,-7.0,1.9,z
train,clap2,james,492,-12.0,2.0,x
train,clap2,james,492,-22.0,2.0,y
train,clap2,james,492,-31.0,2.0,z
train,clap2,james,492,-24.0,2.1,x
train,clap2,james,492,-15.0,2.1,y
train,clap2,james,492,-9.0,2.1,z
train,clap2,james,492,-16.0,2.2,x
train,clap2,james,492,-10.0,2.2,y
train,clap2,james,492,-35.0,2.2,z
train,clap2,james,492,-21.0,2.3,x
train,clap2,james,492,-13.0,2.3,y
train,clap2,james,492,-15.0,2.3,z
train,clap2,james,492,-11.0,2.4,x
train,clap2,james,492,-26.0,2.4,y
train,clap2,james,492,-21.0,2.4,z
train,clap2,james,492,-7.0,2.5,x
train,clap2,james,492,-19.0,2.5,y
train,clap2,james,492,-22.0,2.5,z
train,clap2,james,493,-14.0,0.0,x
train,clap2,james,493,-42.0,0.0,y
train,clap2,james,493,-6.0,0.0,z
train,clap2,james,493,-19.0,0.1,x
train,clap2,james,493,-45.0,0.1,y
train,clap2,james,493,6.0,0.1,z
train,clap2,james,493,-15.0,0.2,x
train,clap2,james,493,-28.0,0.2,y
train,clap2,james,493,5.0,0.2,z
train,clap2,james,493,-19.0,0.3,x
train,clap2,james,493,-11.0,0.3,y
train,clap2,james,493,5.0,0.3,z
train,clap2,james,493,-8.0,0.4,x
train,clap2,james,493,-9.0,0.4,y
train,clap2,james,493,-11.0,0.4,z
train,clap2,james,493,-15.0,0.5,x
train,clap2,james,493,-20.0,0.5,y
train,clap2,james,493,-29.0,0.5,z
train,clap2,james,493,-29.0,0.6,x
train,clap2,james,493,-16.0,0.6,y
train,clap2,james,493,-4.0,0.6,z
train,clap2,james,493,-16.0,0.7,x
train,clap2,james,493,-11.0,0.7,y
train,clap2,james,493,-24.0,0.7,z
train,clap2,james,493,-11.0,0.8,x
train,clap2,james,493,-9.0,0.8,y
train,clap2,james,493,-16.0,0.8,z
train,clap2,james,493,-2.0,0.9,x
train,clap2,james,493,-22.0,0.9,y
train,clap2,james,493,-15.0,0.9,z
train,clap2,james,493,-6.0,1.0,x
train,clap2,james,493,-32.0,1.0,y
train,clap2,james,493,-14.0,1.0,z
train,clap2,james,493,-12.0,1.1,x
train,clap2,james,493,-47.0,1.1,y
train,clap2,james,493,-4.0,1.1,z
train,clap2,james,493,-19.0,1.2,x
train,clap2,james,493,-42.0,1.2,y
train,clap2,james,493,6.0,1.2,z
train,clap2,james,493,-15.0,1.3,x
train,clap2,james,493,-33.0,1.3,y
train,clap2,james,493,7.0,1.3,z
train,clap2,james,494,-6.0,0.0,x
train,clap2,james,494,-17.0,0.0,y
train,clap2,james,494,-20.0,0.0,z
train,clap2,james,494,-8.0,0.1,x
train,clap2,james,494,-21.0,0.1,y
train,clap2,james,494,-22.0,0.1,z
train,clap2,james,494,-18.0,0.2,x
train,clap2,james,494,-41.0,0.2,y
train,clap2,james,494,-14.0,0.2,z
train,clap2,james,494,-18.0,0.3,x
train,clap2,james,494,-42.0,0.3,y
train,clap2,james,494,-4.0,0.3,z
train,clap2,james,494,-17.0,0.4,x
train,clap2,james,494,-15.0,0.4,y
train,clap2,james,494,-4.0,0.4,z
train,clap2,james,494,-20.0,0.5,x
train,clap2,james,494,-9.0,0.5,y
train,clap2,james,494,1.0,0.5,z
train,clap2,james,494,10.0,0.6,x
train,clap2,james,494,-17.0,0.6,y
train,clap2,james,494,-56.0,0.6,z
train,clap2,james,494,-21.0,0.7,x
train,clap2,james,494,-21.0,0.7,y
train,clap2,james,494,-8.0,0.7,z
train,clap2,james,494,-24.0,0.8,x
train,clap2,james,494,-11.0,0.8,y
train,clap2,james,494,2.0,0.8,z
train,clap2,james,494,-11.0,0.9,x
train,clap2,james,494,-20.0,0.9,y
train,clap2,james,494,-26.0,0.9,z
train,clap2,james,494,-13.0,1.0,x
train,clap2,james,494,-22.0,1.0,y
train,clap2,james,494,-20.0,1.0,z
train,clap2,james,494,-12.0,1.1,x
train,clap2,james,494,-22.0,1.1,y
train,clap2,james,494,-19.0,1.1,z
train,clap2,james,494,-7.0,1.2,x
train,clap2,james,494,-19.0,1.2,y
train,clap2,james,494,-22.0,1.2,z
train,clap2,james,495,-11.0,0.0,x
train,clap2,james,495,-2.0,0.0,y
train,clap2,james,495,-33.0,0.0,z
train,clap2,james,495,-10.0,0.1,x
train,clap2,james,495,-2.0,0.1,y
train,clap2,james,495,-32.0,0.1,z
train,clap2,james,495,-17.0,0.2,x
train,clap2,james,495,-2.0,0.2,y
train,clap2,james,495,-25.0,0.2,z
train,clap2,james,495,-19.0,0.3,x
train,clap2,james,495,-2.0,0.3,y
train,clap2,james,495,-7.0,0.3,z
train,clap2,james,495,-6.0,0.4,x
train,clap2,james,495,-4.0,0.4,y
train,clap2,james,495,-61.0,0.4,z
train,clap2,james,495,-21.0,0.5,x
train,clap2,james,495,-4.0,0.5,y
train,clap2,james,495,-13.0,0.5,z
train,clap2,james,495,-11.0,0.6,x
train,clap2,james,495,1.0,0.6,y
train,clap2,james,495,-38.0,0.6,z
train,clap2,james,495,-12.0,0.7,x
train,clap2,james,495,-7.0,0.7,y
train,clap2,james,495,-34.0,0.7,z
train,clap2,james,495,-10.0,0.8,x
train,clap2,james,495,-5.0,0.8,y
train,clap2,james,495,-28.0,0.8,z
train,clap2,james,495,-14.0,0.9,x
train,clap2,james,495,-1.0,0.9,y
train,clap2,james,495,-29.0,0.9,z
train,clap2,james,495,-11.0,1.0,x
train,clap2,james,495,-3.0,1.0,y
train,clap2,james,495,-31.0,1.0,z
train,clap2,james,495,-12.0,1.1,x
train,clap2,james,495,-4.0,1.1,y
train,clap2,james,495,-29.0,1.1,z
train,clap2,james,496,-12.0,0.0,x
train,clap2,james,496,-3.0,0.0,y
train,clap2,james,496,-29.0,0.0,z
train,clap2,james,496,-12.0,0.1,x
train,clap2,james,496,-3.0,0.1,y
train,clap2,james,496,-30.0,0.1,z
train,clap2,james,496,-10.0,0.2,x
train,clap2,james,496,-2.0,0.2,y
train,clap2,james,496,-36.0,0.2,z
train,clap2,james,496,-15.0,0.3,x
train,clap2,james,496,-4.0,0.3,y
train,clap2,james,496,-28.0,0.3,z
train,clap2,james,496,-20.0,0.4,x
train,clap2,james,496,-4.0,0.4,y
train,clap2,james,496,-9.0,0.4,z
train,clap2,james,496,4.0,0.5,x
train,clap2,james,496,-6.0,0.5,y
train,clap2,james,496,-60.0,0.5,z
train,clap2,james,496,-18.0,0.6,x
train,clap2,james,496,-3.0,0.6,y
train,clap2,james,496,-17.0,0.6,z
train,clap2,james,496,-4.0,0.7,x
train,clap2,james,496,-3.0,0.7,y
train,clap2,james,496,-51.0,0.7,z
train,clap2,james,496,-14.0,0.8,x
train,clap2,james,496,-4.0,0.8,y
train,clap2,james,496,-32.0,0.8,z
train,clap2,james,496,-10.0,0.9,x
train,clap2,james,496,-5.0,0.9,y
train,clap2,james,496,-28.0,0.9,z
train,clap2,james,496,-13.0,1.0,x
train,clap2,james,496,-1.0,1.0,y
train,clap2,james,496,-30.0,1.0,z
train,clap2,james,496,-11.0,1.1,x
train,clap2,james,496,-3.0,1.1,y
train,clap2,james,496,-28.0,1.1,z
train,clap2,james,496,-11.0,1.2,x
train,clap2,james,496,-4.0,1.2,y
train,clap2,james,496,-32.0,1.2,z
train,clap2,james,497,-10.0,0.0,x
train,clap2,james,497,-20.0,0.0,y
train,clap2,james,497,-22.0,0.0,z
train,clap2,james,497,-9.0,0.1,x
train,clap2,james,497,-20.0,0.1,y
train,clap2,james,497,-22.0,0.1,z
train,clap2,james,497,-9.0,0.2,x
train,clap2,james,497,-24.0,0.2,y
train,clap2,james,497,-23.0,0.2,z
train,clap2,james,497,-12.0,0.3,x
train,clap2,james,497,-20.0,0.3,y
train,clap2,james,497,-21.0,0.3,z
train,clap2,james,497,-16.0,0.4,x
train,clap2,james,497,-15.0,0.4,y
train,clap2,james,497,-17.0,0.4,z
train,clap2,james,497,-12.0,0.5,x
train,clap2,james,497,-11.0,0.5,y
train,clap2,james,497,-10.0,0.5,z
train,clap2,james,497,-13.0,0.6,x
train,clap2,james,497,-18.0,0.6,y
train,clap2,james,497,-37.0,0.6,z
train,clap2,james,497,-18.0,0.7,x
train,clap2,james,497,-7.0,0.7,y
train,clap2,james,497,-14.0,0.7,z
train,clap2,james,497,-9.0,0.8,x
train,clap2,james,497,-25.0,0.8,y
train,clap2,james,497,-8.0,0.8,z
train,clap2,james,497,-14.0,0.9,x
train,clap2,james,497,-20.0,0.9,y
train,clap2,james,497,-19.0,0.9,z
train,clap2,james,497,-9.0,1.0,x
train,clap2,james,497,-20.0,1.0,y
train,clap2,james,497,-24.0,1.0,z
train,clap2,james,498,-7.0,0.0,x
train,clap2,james,498,-13.0,0.0,y
train,clap2,james,498,-23.0,0.0,z
train,clap2,james,498,-7.0,0.1,x
train,clap2,james,498,-25.0,0.1,y
train,clap2,james,498,-19.0,0.1,z
train,clap2,james,498,-4.0,0.2,x
train,clap2,james,498,-18.0,0.2,y
train,clap2,james,498,-19.0,0.2,z
train,clap2,james,498,-6.0,0.3,x
train,clap2,james,498,-28.0,0.3,y
train,clap2,james,498,-16.0,0.3,z
train,clap2,james,498,-7.0,0.4,x
train,clap2,james,498,-34.0,0.4,y
train,clap2,james,498,-9.0,0.4,z
train,clap2,james,498,-18.0,0.5,x
train,clap2,james,498,-48.0,0.5,y
train,clap2,james,498,4.0,0.5,z
train,clap2,james,498,-16.0,0.6,x
train,clap2,james,498,-34.0,0.6,y
train,clap2,james,498,2.0,0.6,z
train,clap2,james,498,-16.0,0.7,x
train,clap2,james,498,-16.0,0.7,y
train,clap2,james,498,4.0,0.7,z
train,clap2,james,498,-9.0,0.8,x
train,clap2,james,498,-10.0,0.8,y
train,clap2,james,498,-8.0,0.8,z
train,clap2,james,498,-17.0,0.9,x
train,clap2,james,498,-17.0,0.9,y
train,clap2,james,498,-24.0,0.9,z
train,clap2,james,498,-29.0,1.0,x
train,clap2,james,498,-12.0,1.0,y
train,clap2,james,498,0.0,1.0,z
train,clap2,james,498,-21.0,1.1,x
train,clap2,james,498,-4.0,1.1,y
train,clap2,james,498,-12.0,1.1,z
train,clap2,james,498,-16.0,1.2,x
train,clap2,james,498,-11.0,1.2,y
train,clap2,james,498,-16.0,1.2,z
train,clap2,james,499,-14.0,0.0,x
train,clap2,james,499,-20.0,0.0,y
train,clap2,james,499,-19.0,0.0,z
train,clap2,james,499,-12.0,0.1,x
train,clap2,james,499,-20.0,0.1,y
train,clap2,james,499,-18.0,0.1,z
train,clap2,james,499,-5.0,0.2,x
train,clap2,james,499,-18.0,0.2,y
train,clap2,james,499,-19.0,0.2,z
train,clap2,james,499,-4.0,0.3,x
train,clap2,james,499,-21.0,0.3,y
train,clap2,james,499,-26.0,0.3,z
train,clap2,james,499,-15.0,0.4,x
train,clap2,james,499,-43.0,0.4,y
train,clap2,james,499,-17.0,0.4,z
train,clap2,james,499,-21.0,0.5,x
train,clap2,james,499,-37.0,0.5,y
train,clap2,james,499,-1.0,0.5,z
train,clap2,james,499,-19.0,0.6,x
train,clap2,james,499,-12.0,0.6,y
train,clap2,james,499,6.0,0.6,z
train,clap2,james,499,8.0,0.7,x
train,clap2,james,499,-7.0,0.7,y
train,clap2,james,499,-49.0,0.7,z
train,clap2,james,499,-22.0,0.8,x
train,clap2,james,499,-17.0,0.8,y
train,clap2,james,499,-5.0,0.8,z
train,clap2,james,499,-25.0,0.9,x
train,clap2,james,499,-8.0,0.9,y
train,clap2,james,499,3.0,0.9,z
train,clap2,james,499,24.0,1.0,x
train,clap2,james,499,-40.0,1.0,y
train,clap2,james,499,-52.0,1.0,z
train,clap2,james,499,-16.0,1.1,x
train,clap2,james,499,-20.0,1.1,y
train,clap2,james,499,-18.0,1.1,z
train,clap2,james,499,-13.0,1.2,x
train,clap2,james,499,-24.0,1.2,y
train,clap2,james,499,-19.0,1.2,z
train,clap2,james,499,-13.0,1.3,x
train,clap2,james,499,-22.0,1.3,y
train,clap2,james,499,-22.0,1.3,z
train,clap2,james,499,-12.0,1.4,x
train,clap2,james,499,-20.0,1.4,y
train,clap2,james,499,-20.0,1.4,z
train,clap2,james,500,-13.0,0.0,x
train,clap2,james,500,-2.0,0.0,y
train,clap2,james,500,-30.0,0.0,z
train,clap2,james,500,-12.0,0.1,x
train,clap2,james,500,-2.0,0.1,y
train,clap2,james,500,-30.0,0.1,z
train,clap2,james,500,-11.0,0.2,x
train,clap2,james,500,-1.0,0.2,y
train,clap2,james,500,-35.0,0.2,z
train,clap2,james,500,-12.0,0.3,x
train,clap2,james,500,-1.0,0.3,y
train,clap2,james,500,-29.0,0.3,z
train,clap2,james,500,-18.0,0.4,x
train,clap2,james,500,-1.0,0.4,y
train,clap2,james,500,-21.0,0.4,z
train,clap2,james,500,-19.0,0.5,x
train,clap2,james,500,-2.0,0.5,y
train,clap2,james,500,-9.0,0.5,z
train,clap2,james,500,-5.0,0.6,x
train,clap2,james,500,-1.0,0.6,y
train,clap2,james,500,-66.0,0.6,z
train,clap2,james,500,-19.0,0.7,x
train,clap2,james,500,-4.0,0.7,y
train,clap2,james,500,-13.0,0.7,z
train,clap2,james,500,-1.0,0.8,x
train,clap2,james,500,-6.0,0.8,y
train,clap2,james,500,-54.0,0.8,z
train,clap2,james,500,-12.0,0.9,x
train,clap2,james,500,-1.0,0.9,y
train,clap2,james,500,-30.0,0.9,z
train,clap2,james,500,-11.0,1.0,x
