subset,label,person,id,acceleration,time,dimension
train,swipeleft,james,140,-24.0,0.3,x
train,swipeleft,james,140,-10.0,0.3,y
train,swipeleft,james,140,-16.0,0.3,z
train,swipeleft,james,140,-23.0,0.4,x
train,swipeleft,james,140,-2.0,0.4,y
train,swipeleft,james,140,-8.0,0.4,z
train,swipeleft,james,140,-14.0,0.5,x
train,swipeleft,james,140,-8.0,0.5,y
train,swipeleft,james,140,-32.0,0.5,z
train,swipeleft,james,140,-5.0,0.6,x
train,swipeleft,james,140,7.0,0.6,y
train,swipeleft,james,140,-46.0,0.6,z
train,swipeleft,james,140,-6.0,0.7,x
train,swipeleft,james,140,27.0,0.7,y
train,swipeleft,james,140,-30.0,0.7,z
train,swipeleft,james,140,-12.0,0.8,x
train,swipeleft,james,140,24.0,0.8,y
train,swipeleft,james,140,-22.0,0.8,z
train,swipeleft,james,140,-12.0,0.9,x
train,swipeleft,james,140,-8.0,0.9,y
train,swipeleft,james,140,-17.0,0.9,z
train,swipeleft,james,140,-28.0,1.0,x
train,swipeleft,james,140,-43.0,1.0,y
train,swipeleft,james,140,-10.0,1.0,z
train,swipeleft,james,140,-25.0,1.1,x
train,swipeleft,james,140,-17.0,1.1,y
train,swipeleft,james,140,-11.0,1.1,z
train,swipeleft,james,140,-24.0,1.2,x
train,swipeleft,james,140,-7.0,1.2,y
train,swipeleft,james,140,-19.0,1.2,z
train,swipeleft,james,140,-25.0,1.3,x
train,swipeleft,james,140,-8.0,1.3,y
train,swipeleft,james,140,-18.0,1.3,z
train,swipeleft,james,141,0.0,0.0,x
train,swipeleft,james,141,-24.0,0.0,y
train,swipeleft,james,141,-7.0,0.0,z
train,swipeleft,james,141,11.0,0.1,x
train,swipeleft,james,141,-32.0,0.1,y
train,swipeleft,james,141,-14.0,0.1,z
train,swipeleft,james,141,3.0,0.2,x
train,swipeleft,james,141,-39.0,0.2,y
train,swipeleft,james,141,-14.0,0.2,z
train,swipeleft,james,141,1.0,0.3,x
train,swipeleft,james,141,-46.0,0.3,y
train,swipeleft,james,141,-10.0,0.3,z
train,swipeleft,james,141,0.0,0.4,x
train,swipeleft,james,141,-44.0,0.4,y
train,swipeleft,james,141,8.0,0.4,z
train,swipeleft,james,141,0.0,0.5,x
train,swipeleft,james,141,-35.0,0.5,y
train,swipeleft,james,141,26.0,0.5,z
train,swipeleft,james,141,-1.0,0.6,x
train,swipeleft,james,141,-18.0,0.6,y
train,swipeleft,james,141,21.0,0.6,z
train,swipeleft,james,141,-6.0,0.7,x
train,swipeleft,james,141,-15.0,0.7,y
train,swipeleft,james,141,4.0,0.7,z
train,swipeleft,james,141,-10.0,0.8,x
train,swipeleft,james,141,-13.0,0.8,y
train,swipeleft,james,141,-20.0,0.8,z
train,swipeleft,james,141,0.0,0.9,x
train,swipeleft,james,141,25.0,0.9,y
train,swipeleft,james,141,-32.0,0.9,z
train,swipeleft,james,141,-4.0,1.0,x
train,swipeleft,james,141,-36.0,1.0,y
train,swipeleft,james,141,-43.0,1.0,z
train,swipeleft,james,141,-5.0,1.1,x
train,swipeleft,james,141,-31.0,1.1,y
train,swipeleft,james,141,-11.0,1.1,z
train,swipeleft,james,141,-6.0,1.2,x
train,swipeleft,james,141,-13.0,1.2,y
train,swipeleft,james,141,-13.0,1.2,z
train,swipeleft,james,141,-2.0,1.3,x
train,swipeleft,james,141,-22.0,1.3,y
train,swipeleft,james,141,-14.0,1.3,z
train,swipeleft,james,141,1.0,1.4,x
train,swipeleft,james,141,-31.0,1.4,y
train,swipeleft,james,141,-8.0,1.4,z
train,swipeleft,james,141,2.0,1.5,x
train,swipeleft,james,141,-37.0,1.5,y
train,swipeleft,james,141,-3.0,1.5,z
train,swipeleft,james,141,0.0,1.6,x
train,swipeleft,james,141,-45.0,1.6,y
train,swipeleft,james,141,0.0,1.6,z
train,swipeleft,james,142,28.0,0.0,x
train,swipeleft,james,142,-30.0,0.0,y
train,swipeleft,james,142,-5.0,0.0,z
train,swipeleft,james,142,28.0,0.1,x
train,swipeleft,james,142,-29.0,0.1,y
train,swipeleft,james,142,-2.0,0.1,z
train,swipeleft,james,142,28.0,0.2,x
train,swipeleft,james,142,-30.0,0.2,y
train,swipeleft,james,142,-5.0,0.2,z
train,swipeleft,james,142,27.0,0.3,x
train,swipeleft,james,142,-35.0,0.3,y
train,swipeleft,james,142,-12.0,0.3,z
train,swipeleft,james,142,15.0,0.4,x
train,swipeleft,james,142,-18.0,0.4,y
train,swipeleft,james,142,-20.0,0.4,z
train,swipeleft,james,142,9.0,0.5,x
train,swipeleft,james,142,-7.0,0.5,y
train,swipeleft,james,142,-27.0,0.5,z
train,swipeleft,james,142,7.0,0.6,x
train,swipeleft,james,142,21.0,0.6,y
train,swipeleft,james,142,-29.0,0.6,z
train,swipeleft,james,142,4.0,0.7,x
train,swipeleft,james,142,-37.0,0.7,y
train,swipeleft,james,142,-11.0,0.7,z
train,swipeleft,james,142,-4.0,0.8,x
train,swipeleft,james,142,-34.0,0.8,y
train,swipeleft,james,142,-1.0,0.8,z
train,swipeleft,james,142,-7.0,0.9,x
train,swipeleft,james,142,-22.0,0.9,y
train,swipeleft,james,142,-18.0,0.9,z
train,swipeleft,james,142,-4.0,1.0,x
train,swipeleft,james,142,-24.0,1.0,y
train,swipeleft,james,142,-15.0,1.0,z
train,swipeleft,james,142,0.0,1.1,x
train,swipeleft,james,142,-24.0,1.1,y
train,swipeleft,james,142,-15.0,1.1,z
train,swipeleft,james,143,-11.0,0.0,x
train,swipeleft,james,143,-6.0,0.0,y
train,swipeleft,james,143,-35.0,0.0,z
train,swipeleft,james,143,-15.0,0.1,x
train,swipeleft,james,143,5.0,0.1,y
train,swipeleft,james,143,-27.0,0.1,z
train,swipeleft,james,143,-21.0,0.2,x
train,swipeleft,james,143,12.0,0.2,y
train,swipeleft,james,143,-17.0,0.2,z
train,swipeleft,james,143,-24.0,0.3,x
train,swipeleft,james,143,12.0,0.3,y
train,swipeleft,james,143,-15.0,0.3,z
train,swipeleft,james,143,-22.0,0.4,x
train,swipeleft,james,143,27.0,0.4,y
train,swipeleft,james,143,-22.0,0.4,z
train,swipeleft,james,143,-6.0,0.5,x
train,swipeleft,james,143,12.0,0.5,y
train,swipeleft,james,143,-29.0,0.5,z
train,swipeleft,james,143,-18.0,0.6,x
train,swipeleft,james,143,-41.0,0.6,y
train,swipeleft,james,143,-8.0,0.6,z
train,swipeleft,james,143,-24.0,0.7,x
train,swipeleft,james,143,-22.0,0.7,y
train,swipeleft,james,143,-6.0,0.7,z
train,swipeleft,james,143,-26.0,0.8,x
train,swipeleft,james,143,-9.0,0.8,y
train,swipeleft,james,143,-18.0,0.8,z
train,swipeleft,james,143,-24.0,0.9,x
train,swipeleft,james,143,-10.0,0.9,y
train,swipeleft,james,143,-20.0,0.9,z
train,swipeleft,james,143,-24.0,1.0,x
train,swipeleft,james,143,-10.0,1.0,y
train,swipeleft,james,143,-17.0,1.0,z
train,swipeleft,james,143,-25.0,1.1,x
train,swipeleft,james,143,-11.0,1.1,y
train,swipeleft,james,143,-15.0,1.1,z
train,swipeleft,james,143,-25.0,1.2,x
train,swipeleft,james,143,-13.0,1.2,y
train,swipeleft,james,143,-15.0,1.2,z
train,swipeleft,james,144,-25.0,0.0,x
train,swipeleft,james,144,-22.0,0.0,y
train,swipeleft,james,144,-4.0,0.0,z
train,swipeleft,james,144,-25.0,0.1,x
train,swipeleft,james,144,-20.0,0.1,y
train,swipeleft,james,144,-3.0,0.1,z
train,swipeleft,james,144,-24.0,0.2,x
train,swipeleft,james,144,-15.0,0.2,y
train,swipeleft,james,144,-7.0,0.2,z
train,swipeleft,james,144,-23.0,0.3,x
train,swipeleft,james,144,-16.0,0.3,y
train,swipeleft,james,144,-14.0,0.3,z
train,swipeleft,james,144,-22.0,0.4,x
train,swipeleft,james,144,-18.0,0.4,y
train,swipeleft,james,144,-23.0,0.4,z
train,swipeleft,james,144,-7.0,0.5,x
train,swipeleft,james,144,-32.0,0.5,y
train,swipeleft,james,144,-18.0,0.5,z
train,swipeleft,james,144,-5.0,0.6,x
train,swipeleft,james,144,-23.0,0.6,y
train,swipeleft,james,144,-39.0,0.6,z
train,swipeleft,james,144,-25.0,0.7,x
train,swipeleft,james,144,-41.0,0.7,y
train,swipeleft,james,144,14.0,0.7,z
train,swipeleft,james,144,-22.0,0.8,x
train,swipeleft,james,144,-19.0,0.8,y
train,swipeleft,james,144,-7.0,0.8,z
train,swipeleft,james,144,-21.0,0.9,x
train,swipeleft,james,144,-22.0,0.9,y
train,swipeleft,james,144,-10.0,0.9,z
train,swipeleft,james,144,-22.0,1.0,x
train,swipeleft,james,144,-21.0,1.0,y
train,swipeleft,james,144,-8.0,1.0,z
train,swipeleft,james,144,-23.0,1.1,x
train,swipeleft,james,144,-20.0,1.1,y
train,swipeleft,james,144,-7.0,1.1,z
train,swipeleft,james,145,7.0,0.0,x
train,swipeleft,james,145,-30.0,0.0,y
train,swipeleft,james,145,-18.0,0.0,z
train,swipeleft,james,145,13.0,0.1,x
train,swipeleft,james,145,-30.0,0.1,y
train,swipeleft,james,145,-11.0,0.1,z
train,swipeleft,james,145,10.0,0.2,x
train,swipeleft,james,145,-28.0,0.2,y
train,swipeleft,james,145,-6.0,0.2,z
train,swipeleft,james,145,10.0,0.3,x
train,swipeleft,james,145,-30.0,0.3,y
train,swipeleft,james,145,0.0,0.3,z
train,swipeleft,james,145,9.0,0.4,x
train,swipeleft,james,145,-29.0,0.4,y
train,swipeleft,james,145,2.0,0.4,z
train,swipeleft,james,145,9.0,0.5,x
train,swipeleft,james,145,-29.0,0.5,y
train,swipeleft,james,145,2.0,0.5,z
train,swipeleft,james,145,5.0,0.6,x
train,swipeleft,james,145,-42.0,0.6,y
train,swipeleft,james,145,23.0,0.6,z
train,swipeleft,james,145,-1.0,0.7,x
train,swipeleft,james,145,-37.0,0.7,y
train,swipeleft,james,145,38.0,0.7,z
train,swipeleft,james,145,-3.0,0.8,x
train,swipeleft,james,145,-12.0,0.8,y
train,swipeleft,james,145,35.0,0.8,z
train,swipeleft,james,145,-6.0,0.9,x
train,swipeleft,james,145,-8.0,0.9,y
train,swipeleft,james,145,21.0,0.9,z
train,swipeleft,james,145,0.0,1.0,x
train,swipeleft,james,145,-10.0,1.0,y
train,swipeleft,james,145,-9.0,1.0,z
train,swipeleft,james,145,13.0,1.1,x
train,swipeleft,james,145,40.0,1.1,y
train,swipeleft,james,145,-21.0,1.1,z
train,swipeleft,james,145,39.0,1.2,x
train,swipeleft,james,145,-31.0,1.2,y
train,swipeleft,james,145,-61.0,1.2,z
train,swipeleft,james,145,18.0,1.3,x
train,swipeleft,james,145,-54.0,1.3,y
train,swipeleft,james,145,3.0,1.3,z
train,swipeleft,james,145,-17.0,1.4,x
train,swipeleft,james,145,-14.0,1.4,y
train,swipeleft,james,145,-4.0,1.4,z
train,swipeleft,james,145,-9.0,1.5,x
train,swipeleft,james,145,-23.0,1.5,y
train,swipeleft,james,145,-15.0,1.5,z
train,swipeleft,james,146,-19.0,0.0,x
train,swipeleft,james,146,9.0,0.0,y
train,swipeleft,james,146,-23.0,0.0,z
train,swipeleft,james,146,-18.0,0.1,x
train,swipeleft,james,146,21.0,0.1,y
train,swipeleft,james,146,-25.0,0.1,z
train,swipeleft,james,146,-9.0,0.2,x
train,swipeleft,james,146,28.0,0.2,y
train,swipeleft,james,146,-21.0,0.2,z
train,swipeleft,james,146,-10.0,0.3,x
train,swipeleft,james,146,-20.0,0.3,y
train,swipeleft,james,146,-25.0,0.3,z
train,swipeleft,james,146,-24.0,0.4,x
train,swipeleft,james,146,-35.0,0.4,y
train,swipeleft,james,146,-20.0,0.4,z
train,swipeleft,james,146,-20.0,0.5,x
train,swipeleft,james,146,-13.0,0.5,y
train,swipeleft,james,146,-21.0,0.5,z
train,swipeleft,james,146,-19.0,0.6,x
train,swipeleft,james,146,-11.0,0.6,y
train,swipeleft,james,146,-23.0,0.6,z
train,swipeleft,james,146,-20.0,0.7,x
train,swipeleft,james,146,-10.0,0.7,y
train,swipeleft,james,146,-21.0,0.7,z
train,swipeleft,james,146,-21.0,0.8,x
train,swipeleft,james,146,-10.0,0.8,y
train,swipeleft,james,146,-20.0,0.8,z
train,swipeleft,james,146,-21.0,0.9,x
train,swipeleft,james,146,-12.0,0.9,y
train,swipeleft,james,146,-21.0,0.9,z
train,swipeleft,james,146,-20.0,1.0,x
train,swipeleft,james,146,-13.0,1.0,y
train,swipeleft,james,146,-22.0,1.0,z
train,swipeleft,james,147,-24.0,0.0,x
train,swipeleft,james,147,-10.0,0.0,y
train,swipeleft,james,147,-16.0,0.0,z
train,swipeleft,james,147,-22.0,0.1,x
train,swipeleft,james,147,-9.0,0.1,y
train,swipeleft,james,147,-18.0,0.1,z
train,swipeleft,james,147,-18.0,0.2,x
train,swipeleft,james,147,-12.0,0.2,y
train,swipeleft,james,147,-21.0,0.2,z
train,swipeleft,james,147,-10.0,0.3,x
train,swipeleft,james,147,-19.0,0.3,y
train,swipeleft,james,147,-34.0,0.3,z
train,swipeleft,james,147,-10.0,0.4,x
train,swipeleft,james,147,-9.0,0.4,y
train,swipeleft,james,147,-32.0,0.4,z
train,swipeleft,james,147,-13.0,0.5,x
train,swipeleft,james,147,5.0,0.5,y
train,swipeleft,james,147,-29.0,0.5,z
train,swipeleft,james,147,-18.0,0.6,x
train,swipeleft,james,147,14.0,0.6,y
train,swipeleft,james,147,-20.0,0.6,z
train,swipeleft,james,147,-20.0,0.7,x
train,swipeleft,james,147,19.0,0.7,y
train,swipeleft,james,147,-21.0,0.7,z
train,swipeleft,james,147,-17.0,0.8,x
train,swipeleft,james,147,34.0,0.8,y
train,swipeleft,james,147,-15.0,0.8,z
train,swipeleft,james,147,-4.0,0.9,x
train,swipeleft,james,147,-28.0,0.9,y
train,swipeleft,james,147,-38.0,0.9,z
train,swipeleft,james,147,-31.0,1.0,x
train,swipeleft,james,147,-39.0,1.0,y
train,swipeleft,james,147,-20.0,1.0,z
train,swipeleft,james,147,-23.0,1.1,x
train,swipeleft,james,147,-11.0,1.1,y
train,swipeleft,james,147,-14.0,1.1,z
train,swipeleft,james,147,-23.0,1.2,x
train,swipeleft,james,147,-7.0,1.2,y
train,swipeleft,james,147,-21.0,1.2,z
train,swipeleft,james,148,-21.0,0.0,x
train,swipeleft,james,148,-9.0,0.0,y
train,swipeleft,james,148,-19.0,0.0,z
train,swipeleft,james,148,-18.0,0.1,x
train,swipeleft,james,148,-15.0,0.1,y
train,swipeleft,james,148,-23.0,0.1,z
train,swipeleft,james,148,-15.0,0.2,x
train,swipeleft,james,148,-24.0,0.2,y
train,swipeleft,james,148,-17.0,0.2,z
train,swipeleft,james,148,-8.0,0.3,x
train,swipeleft,james,148,-21.0,0.3,y
train,swipeleft,james,148,-29.0,0.3,z
train,swipeleft,james,148,-4.0,0.4,x
train,swipeleft,james,148,-6.0,0.4,y
train,swipeleft,james,148,-41.0,0.4,z
train,swipeleft,james,148,-5.0,0.5,x
train,swipeleft,james,148,13.0,0.5,y
train,swipeleft,james,148,-40.0,0.5,z
train,swipeleft,james,148,-4.0,0.6,x
train,swipeleft,james,148,17.0,0.6,y
train,swipeleft,james,148,-31.0,0.6,z
train,swipeleft,james,148,-3.0,0.7,x
train,swipeleft,james,148,33.0,0.7,y
train,swipeleft,james,148,-14.0,0.7,z
train,swipeleft,james,148,-6.0,0.8,x
train,swipeleft,james,148,15.0,0.8,y
train,swipeleft,james,148,-27.0,0.8,z
train,swipeleft,james,148,-21.0,0.9,x
train,swipeleft,james,148,-48.0,0.9,y
train,swipeleft,james,148,-15.0,0.9,z
train,swipeleft,james,148,-28.0,1.0,x
train,swipeleft,james,148,-19.0,1.0,y
train,swipeleft,james,148,-13.0,1.0,z
train,swipeleft,james,148,-23.0,1.1,x
train,swipeleft,james,148,-4.0,1.1,y
train,swipeleft,james,148,-18.0,1.1,z
train,swipeleft,james,148,-24.0,1.2,x
train,swipeleft,james,148,-4.0,1.2,y
train,swipeleft,james,148,-22.0,1.2,z
train,swipeleft,james,148,-24.0,1.3,x
train,swipeleft,james,148,-4.0,1.3,y
train,swipeleft,james,148,-21.0,1.3,z
train,swipeleft,james,149,-11.0,0.0,x
train,swipeleft,james,149,-33.0,0.0,y
train,swipeleft,james,149,-23.0,0.0,z
train,swipeleft,james,149,-11.0,0.1,x
train,swipeleft,james,149,-24.0,0.1,y
train,swipeleft,james,149,-31.0,0.1,z
train,swipeleft,james,149,-12.0,0.2,x
train,swipeleft,james,149,-7.0,0.2,y
train,swipeleft,james,149,-28.0,0.2,z
train,swipeleft,james,149,-12.0,0.3,x
train,swipeleft,james,149,1.0,0.3,y
train,swipeleft,james,149,-30.0,0.3,z
train,swipeleft,james,149,-8.0,0.4,x
train,swipeleft,james,149,22.0,0.4,y
train,swipeleft,james,149,-30.0,0.4,z
train,swipeleft,james,149,-6.0,0.5,x
train,swipeleft,james,149,-17.0,0.5,y
train,swipeleft,james,149,-31.0,0.5,z
train,swipeleft,james,149,-12.0,0.6,x
train,swipeleft,james,149,-50.0,0.6,y
train,swipeleft,james,149,17.0,0.6,z
train,swipeleft,james,149,-22.0,0.7,x
train,swipeleft,james,149,-11.0,0.7,y
train,swipeleft,james,149,-14.0,0.7,z
train,swipeleft,james,149,-21.0,0.8,x
train,swipeleft,james,149,-18.0,0.8,y
train,swipeleft,james,149,-16.0,0.8,z
train,swipeleft,james,149,-22.0,0.9,x
train,swipeleft,james,149,-18.0,0.9,y
train,swipeleft,james,149,-16.0,0.9,z
train,swipeleft,james,149,-21.0,1.0,x
train,swipeleft,james,149,-20.0,1.0,y
train,swipeleft,james,149,-18.0,1.0,z
train,swipeleft,james,149,-21.0,1.1,x
train,swipeleft,james,149,-19.0,1.1,y
train,swipeleft,james,149,-16.0,1.1,z
train,swipeleft,james,150,-20.0,0.0,x
train,swipeleft,james,150,15.0,0.0,y
train,swipeleft,james,150,-19.0,0.0,z
train,swipeleft,james,150,-23.0,0.1,x
train,swipeleft,james,150,15.0,0.1,y
train,swipeleft,james,150,-18.0,0.1,z
train,swipeleft,james,150,-19.0,0.2,x
train,swipeleft,james,150,40.0,0.2,y
train,swipeleft,james,150,-12.0,0.2,z
train,swipeleft,james,150,-8.0,0.3,x
train,swipeleft,james,150,-25.0,0.3,y
train,swipeleft,james,150,-31.0,0.3,z
train,swipeleft,james,150,-35.0,0.4,x
train,swipeleft,james,150,-44.0,0.4,y
train,swipeleft,james,150,-7.0,0.4,z
train,swipeleft,james,150,-24.0,0.5,x
train,swipeleft,james,150,-16.0,0.5,y
train,swipeleft,james,150,-10.0,0.5,z
train,swipeleft,james,150,-25.0,0.6,x
train,swipeleft,james,150,-12.0,0.6,y
train,swipeleft,james,150,-17.0,0.6,z
train,swipeleft,james,150,-25.0,0.7,x
train,swipeleft,james,150,-12.0,0.7,y
train,swipeleft,james,150,-17.0,0.7,z
train,swipeleft,james,150,-25.0,0.8,x
train,swipeleft,james,150,-12.0,0.8,y
train,swipeleft,james,150,-14.0,0.8,z
train,swipeleft,james,150,-25.0,0.9,x
train,swipeleft,james,150,-13.0,0.9,y
train,swipeleft,james,150,-14.0,0.9,z
train,swipeleft,james,150,-25.0,1.0,x
train,swipeleft,james,150,-13.0,1.0,y
train,swipeleft,james,150,-15.0,1.0,z
train,swipeleft,james,151,-6.0,0.0,x
train,swipeleft,james,151,-5.0,0.0,y
train,swipeleft,james,151,-32.0,0.0,z
train,swipeleft,james,151,-6.0,0.1,x
train,swipeleft,james,151,6.0,0.1,y
train,swipeleft,james,151,-35.0,0.1,z
train,swipeleft,james,151,0.0,0.2,x
train,swipeleft,james,151,21.0,0.2,y
train,swipeleft,james,151,-14.0,0.2,z
train,swipeleft,james,151,-8.0,0.3,x
train,swipeleft,james,151,-36.0,0.3,y
train,swipeleft,james,151,-19.0,0.3,z
train,swipeleft,james,151,-19.0,0.4,x
train,swipeleft,james,151,-39.0,0.4,y
train,swipeleft,james,151,3.0,0.4,z
train,swipeleft,james,151,-24.0,0.5,x
train,swipeleft,james,151,-19.0,0.5,y
train,swipeleft,james,151,-16.0,0.5,z
train,swipeleft,james,151,-18.0,0.6,x
train,swipeleft,james,151,-22.0,0.6,y
train,swipeleft,james,151,-16.0,0.6,z
train,swipeleft,james,151,-20.0,0.7,x
train,swipeleft,james,151,-21.0,0.7,y
train,swipeleft,james,151,-15.0,0.7,z
train,swipeleft,james,151,-19.0,0.8,x
train,swipeleft,james,151,-22.0,0.8,y
train,swipeleft,james,151,-17.0,0.8,z
train,swipeleft,james,151,-19.0,0.9,x
train,swipeleft,james,151,-22.0,0.9,y
train,swipeleft,james,151,-15.0,0.9,z
train,swipeleft,james,151,-19.0,1.0,x
train,swipeleft,james,151,-20.0,1.0,y
train,swipeleft,james,151,-14.0,1.0,z
train,swipeleft,james,152,-17.0,0.0,x
train,swipeleft,james,152,-14.0,0.0,y
train,swipeleft,james,152,-24.0,0.0,z
train,swipeleft,james,152,-15.0,0.1,x
train,swipeleft,james,152,-13.0,0.1,y
train,swipeleft,james,152,-23.0,0.1,z
train,swipeleft,james,152,-12.0,0.2,x
train,swipeleft,james,152,-12.0,0.2,y
train,swipeleft,james,152,-29.0,0.2,z
train,swipeleft,james,152,-10.0,0.3,x
train,swipeleft,james,152,-5.0,0.3,y
train,swipeleft,james,152,-30.0,0.3,z
train,swipeleft,james,152,-12.0,0.4,x
train,swipeleft,james,152,0.0,0.4,y
train,swipeleft,james,152,-30.0,0.4,z
train,swipeleft,james,152,-14.0,0.5,x
train,swipeleft,james,152,7.0,0.5,y
train,swipeleft,james,152,-29.0,0.5,z
train,swipeleft,james,152,-14.0,0.6,x
train,swipeleft,james,152,26.0,0.6,y
train,swipeleft,james,152,-24.0,0.6,z
train,swipeleft,james,152,5.0,0.7,x
train,swipeleft,james,152,-4.0,0.7,y
train,swipeleft,james,152,-50.0,0.7,z
train,swipeleft,james,152,-16.0,0.8,x
train,swipeleft,james,152,-41.0,0.8,y
train,swipeleft,james,152,-21.0,0.8,z
train,swipeleft,james,152,-17.0,0.9,x
train,swipeleft,james,152,-18.0,0.9,y
train,swipeleft,james,152,-20.0,0.9,z
train,swipeleft,james,152,-17.0,1.0,x
train,swipeleft,james,152,-11.0,1.0,y
train,swipeleft,james,152,-25.0,1.0,z
train,swipeleft,james,152,-18.0,1.1,x
train,swipeleft,james,152,-14.0,1.1,y
train,swipeleft,james,152,-22.0,1.1,z
train,swipeleft,james,153,-10.0,0.0,x
train,swipeleft,james,153,-9.0,0.0,y
train,swipeleft,james,153,-35.0,0.0,z
train,swipeleft,james,153,-13.0,0.1,x
train,swipeleft,james,153,-6.0,0.1,y
train,swipeleft,james,153,-26.0,0.1,z
train,swipeleft,james,153,-16.0,0.2,x
train,swipeleft,james,153,6.0,0.2,y
train,swipeleft,james,153,-29.0,0.2,z
train,swipeleft,james,153,-19.0,0.3,x
train,swipeleft,james,153,11.0,0.3,y
train,swipeleft,james,153,-22.0,0.3,z
train,swipeleft,james,153,-20.0,0.4,x
train,swipeleft,james,153,7.0,0.4,y
train,swipeleft,james,153,-24.0,0.4,z
train,swipeleft,james,153,-10.0,0.5,x
train,swipeleft,james,153,28.0,0.5,y
train,swipeleft,james,153,-25.0,0.5,z
train,swipeleft,james,153,-2.0,0.6,x
train,swipeleft,james,153,3.0,0.6,y
train,swipeleft,james,153,-28.0,0.6,z
train,swipeleft,james,153,-25.0,0.7,x
train,swipeleft,james,153,-30.0,0.7,y
train,swipeleft,james,153,-14.0,0.7,z
train,swipeleft,james,153,-21.0,0.8,x
train,swipeleft,james,153,-11.0,0.8,y
train,swipeleft,james,153,-18.0,0.8,z
train,swipeleft,james,153,-21.0,0.9,x
train,swipeleft,james,153,-12.0,0.9,y
train,swipeleft,james,153,-23.0,0.9,z
train,swipeleft,james,153,-21.0,1.0,x
train,swipeleft,james,153,-9.0,1.0,y
train,swipeleft,james,153,-22.0,1.0,z
train,swipeleft,james,153,-22.0,1.1,x
train,swipeleft,james,153,-9.0,1.1,y
train,swipeleft,james,153,-18.0,1.1,z
train,swipeleft,james,154,-24.0,0.0,x
train,swipeleft,james,154,-13.0,0.0,y
train,swipeleft,james,154,-16.0,0.0,z
train,swipeleft,james,154,-24.0,0.1,x
train,swipeleft,james,154,-13.0,0.1,y
train,swipeleft,james,154,-17.0,0.1,z
train,swipeleft,james,154,-21.0,0.2,x
train,swipeleft,james,154,-10.0,0.2,y
train,swipeleft,james,154,-25.0,0.2,z
train,swipeleft,james,154,-13.0,0.3,x
train,swipeleft,james,154,0.0,0.3,y
train,swipeleft,james,154,-25.0,0.3,z
train,swipeleft,james,154,3.0,0.4,x
train,swipeleft,james,154,-32.0,0.4,y
train,swipeleft,james,154,-16.0,0.4,z
train,swipeleft,james,154,-18.0,0.5,x
train,swipeleft,james,154,-42.0,0.5,y
train,swipeleft,james,154,-3.0,0.5,z
train,swipeleft,james,154,-17.0,0.6,x
train,swipeleft,james,154,-24.0,0.6,y
train,swipeleft,james,154,-7.0,0.6,z
train,swipeleft,james,154,-18.0,0.7,x
train,swipeleft,james,154,-26.0,0.7,y
train,swipeleft,james,154,-10.0,0.7,z
train,swipeleft,james,154,-18.0,0.8,x
train,swipeleft,james,154,-25.0,0.8,y
train,swipeleft,james,154,-10.0,0.8,z
train,swipeleft,james,154,-18.0,0.9,x
train,swipeleft,james,154,-24.0,0.9,y
train,swipeleft,james,154,-9.0,0.9,z
train,swipeleft,james,154,-18.0,1.0,x
train,swipeleft,james,154,-24.0,1.0,y
train,swipeleft,james,154,-10.0,1.0,z
train,swipeleft,james,155,35.0,0.0,x
train,swipeleft,james,155,-27.0,0.0,y
train,swipeleft,james,155,-4.0,0.0,z
train,swipeleft,james,155,35.0,0.1,x
train,swipeleft,james,155,-32.0,0.1,y
train,swipeleft,james,155,-15.0,0.1,z
train,swipeleft,james,155,28.0,0.2,x
train,swipeleft,james,155,-12.0,0.2,y
train,swipeleft,james,155,-20.0,0.2,z
train,swipeleft,james,155,20.0,0.3,x
train,swipeleft,james,155,4.0,0.3,y
train,swipeleft,james,155,-29.0,0.3,z
train,swipeleft,james,155,30.0,0.4,x
train,swipeleft,james,155,29.0,0.4,y
train,swipeleft,james,155,-15.0,0.4,z
train,swipeleft,james,155,34.0,0.5,x
train,swipeleft,james,155,-66.0,0.5,y
train,swipeleft,james,155,26.0,0.5,z
train,swipeleft,james,155,-4.0,0.6,x
train,swipeleft,james,155,-22.0,0.6,y
train,swipeleft,james,155,-4.0,0.6,z
